Suburb,Address,Date,Type,Bedroom2,Bathroom,Car,Price,Distance,Landsize,Lattitude,Postcode,Regionname
Keilor Park,7 Zagreb Ct,2017-04-29,house,3.0,2.0,2.0,773000.0,14.5,650.0,-37.724,3042.0,Western Metropolitan
Balwyn,7/1 Bevan St,2017-09-09,unit,2.0,1.0,2.0,590000.0,7.9,,-37.81268,3103.0,Southern Metropolitan
Balwyn,7/1 Conway Cr,2016-12-10,unit,,,,550000.0,9.7,,,3103.0,Southern Metropolitan
Pascoe Vale,7/1 Heath St,2017-11-25,townhouse,,,,540000.0,8.5,,,3044.0,Northern Metropolitan
Ripponlea,7/1 Hotham Gr,2016-06-18,unit,1.0,1.0,1.0,327000.0,7.4,486.0,-37.8797,3185.0,Southern Metropolitan
Brunswick,7/1 Pottery Ct,2017-08-26,unit,1.0,1.0,1.0,350000.0,5.2,,-37.77034,3056.0,Northern Metropolitan
Malvern East,7/1 Wilton Vale Cr,2016-11-12,unit,,,,840000.0,11.2,,,3145.0,Southern Metropolitan
South Yarra,7/10 Darling St,2018-02-17,house,,,,2300000.0,2.7,,,3141.0,Southern Metropolitan
Richmond,7/10 Waltham Pl,2017-09-23,house,3.0,2.0,2.0,1720000.0,2.4,,-37.82047,3121.0,Northern Metropolitan
Glenroy,7/103 Plumpton Av,2017-08-26,unit,,,,500000.0,11.2,,,3046.0,Northern Metropolitan
Heidelberg,7/106 Brown St,2016-04-23,townhouse,2.0,1.0,2.0,600000.0,10.6,145.0,-37.7515,3084.0,Eastern Metropolitan
Brunswick,7/117 Albion St,2016-12-10,townhouse,2.0,2.0,1.0,620000.0,5.2,72.0,-37.7609,3056.0,Northern Metropolitan
Lower Plenty,7/12 Kett St,2017-09-23,townhouse,3.0,2.0,2.0,810000.0,14.6,,-37.72358,3093.0,Eastern Metropolitan
Epping,7/12 Kirkland Ct,2017-09-09,house,3.0,1.0,1.0,375000.0,19.6,167.0,-37.63011,3076.0,Northern Metropolitan
Box Hill,7/12 Oxford St,2017-03-18,unit,1.0,1.0,1.0,340000.0,13.1,29.0,-37.8215,3128.0,Eastern Metropolitan
Toorak,7/12 Trawalla Av,2017-03-04,unit,,,,750000.0,4.6,,,3142.0,Southern Metropolitan
Fitzroy North,7/125 Rushall Cr,2017-10-28,unit,,,,555000.0,3.6,,,3068.0,Northern Metropolitan
St Kilda,7/128 Inkerman St,2016-05-22,unit,,,,312000.0,6.1,,-37.8648,3182.0,Southern Metropolitan
Richmond,7/129 Hoddle St,2017-06-24,unit,2.0,2.0,2.0,890500.0,2.4,180.0,-37.81443,3121.0,Northern Metropolitan
Richmond,7/129 Hoddle St,2017-07-01,unit,2.0,2.0,2.0,890500.0,2.4,180.0,-37.81443,3121.0,Northern Metropolitan
Balwyn,7/132 Yarrbat Av,2017-08-12,townhouse,,,,1785000.0,7.9,,,3103.0,Southern Metropolitan
Thornbury,7/135 Raleigh St,2018-02-17,unit,,,,540000.0,7.0,,,3071.0,Northern Metropolitan
Coburg,7/136 Bell St,2018-03-17,unit,,,,440000.0,6.7,,,3058.0,Northern Metropolitan
Brunswick West,7/14 Jolley St,2018-02-17,unit,,,,340000.0,5.2,,,3055.0,Northern Metropolitan
Hawthorn,7/14 Oak St,2017-08-19,unit,2.0,1.0,1.0,660000.0,5.3,,-37.8141,3122.0,Southern Metropolitan
Greensborough,7/143 St Helena Rd,2017-09-03,unit,,,,585000.0,16.1,,,3088.0,Northern Metropolitan
Elsternwick,7/15 Alexandra Av,2017-05-27,unit,,,,611500.0,7.2,,,3185.0,Southern Metropolitan
Ivanhoe,7/15 Carn Av,2016-08-06,unit,,,,581000.0,7.9,,,3079.0,Eastern Metropolitan
Macleod,7/15 Cooley Av,2018-03-03,unit,,,,615500.0,12.7,,,3085.0,Northern Metropolitan
Glen Huntly,7/15 Royal Av,2016-09-10,unit,,,,402000.0,10.4,,,3163.0,Southern Metropolitan
Toorak,7/153 Kooyong Rd,2016-11-27,unit,2.0,2.0,2.0,870000.0,4.6,,-37.849,3142.0,Southern Metropolitan
Malvern,7/16 Elizabeth St,2017-09-03,unit,2.0,1.0,2.0,751500.0,5.9,,-37.8512,3144.0,Southern Metropolitan
Northcote,7/162 Westgarth St,2018-02-24,unit,,,,623000.0,5.3,,,3070.0,Northern Metropolitan
Port Melbourne,7/169 Albert St,2017-09-23,unit,2.0,1.0,1.0,520000.0,3.5,,-37.83455,3207.0,Southern Metropolitan
Ormond,7/17 Arnott St,2017-10-21,unit,,,,273000.0,11.4,,,3204.0,Southern Metropolitan
Hampton East,7/17 Keiller St,2017-10-28,unit,,,,490000.0,13.8,,,3188.0,Southern Metropolitan
Pascoe Vale,7/17 View St,2018-03-17,townhouse,,,,548000.0,8.5,,,3044.0,Northern Metropolitan
Port Melbourne,7/174 Esplanade East,2016-04-16,unit,,,,730000.0,3.8,,,3207.0,Southern Metropolitan
Port Melbourne,7/174 Esplanade Pl,2016-04-16,unit,,,,730000.0,3.8,,,3207.0,Southern Metropolitan
Carnegie,7/179 Neerim Rd,2016-11-12,unit,,,,620000.0,11.4,,,3163.0,Southern Metropolitan
Reservoir,7/18 Bedford St,2017-10-14,house,,,,480000.0,12.0,,,3073.0,Northern Metropolitan
Mordialloc,7/183 Beach Rd,2018-02-10,townhouse,,,,730000.0,21.5,,,3195.0,South-Eastern Metropolitan
Carnegie,7/184 Neerim Rd,2017-10-21,unit,,,,450000.0,10.1,,,3163.0,Southern Metropolitan
St Kilda,7/188 Barkly St,2018-02-17,unit,,,,665000.0,5.0,,,3182.0,Southern Metropolitan
Brunswick West,7/19 Waxman Pde,2017-06-17,unit,3.0,1.0,1.0,763000.0,5.2,138.0,-37.75904,3055.0,Northern Metropolitan
Elwood,7/199 Ormond Rd,2018-01-06,unit,,,,675000.0,7.2,,,3184.0,Southern Metropolitan
Maidstone,7/2 Crefden St,2017-11-11,unit,,,,400000.0,6.4,,,3012.0,Western Metropolitan
Brunswick West,7/2 Passfield St,2018-02-10,unit,2.0,1.0,2.0,490000.0,5.2,,-37.76802,3055.0,Northern Metropolitan
Pascoe Vale,7/20 Avoca Cr,2017-05-13,townhouse,,,,660000.0,9.9,,,3044.0,Northern Metropolitan
Seddon,7/20 Bayview Rd,2017-05-20,unit,,,,495000.0,6.6,,,3011.0,Western Metropolitan
Thornbury,7/20 Kemp St,2017-12-09,unit,,,,374060.0,7.0,,,3071.0,Northern Metropolitan
Brunswick,7/200 Albion St,2017-05-20,unit,2.0,1.0,1.0,585000.0,5.2,430.0,-37.7609,3056.0,Northern Metropolitan
Mentone,7/214 Balcombe Rd,2017-10-07,townhouse,,,,950000.0,20.0,,,3194.0,South-Eastern Metropolitan
Brunswick East,7/226 Glenlyon Rd,2017-08-19,unit,1.0,1.0,1.0,320000.0,4.0,682.0,-37.7734,3057.0,Northern Metropolitan
Brunswick West,7/23 Cohuna St,2017-10-14,unit,,,,315000.0,5.2,,,3055.0,Northern Metropolitan
Ascot Vale,7/23 Maribyrnong Rd,2017-09-09,unit,1.0,1.0,1.0,355500.0,4.3,,-37.77281,3032.0,Western Metropolitan
Windsor,7/23 The Avenue,2016-11-19,unit,1.0,1.0,1.0,300000.0,5.1,705.0,-37.8556,3181.0,Southern Metropolitan
West Melbourne,7/234 Roden St,2017-05-20,townhouse,3.0,2.0,1.0,1171000.0,1.9,650.0,-37.8098,3003.0,Northern Metropolitan
Elwood,7/25 Clarke St,2018-02-24,unit,,,,507500.0,7.2,,,3184.0,Southern Metropolitan
Seddon,7/251 Nicholson St,2017-09-23,unit,2.0,1.0,1.0,490000.0,5.1,,-37.80726,3011.0,Western Metropolitan
Roxburgh Park,7/26 Mckinley Dr,2017-11-25,townhouse,,,,373500.0,20.6,,,3064.0,Northern Metropolitan
Carnegie,7/26 Shepparson Av,2017-04-08,unit,,,,425000.0,11.4,,,3163.0,Southern Metropolitan
Pascoe Vale,7/26 Snell Gr,2017-05-13,unit,2.0,1.0,1.0,497000.0,9.9,123.0,-37.7181,3044.0,Northern Metropolitan
Forest Hill,7/265 Canterbury Rd,2018-02-24,unit,,,,675000.0,15.4,,,3131.0,Eastern Metropolitan
Bentleigh,7/267 Centre Rd,2018-03-17,unit,,,,520000.0,11.4,,,3204.0,Southern Metropolitan
Mont Albert,7/27 High St,2016-10-15,townhouse,3.0,2.0,2.0,1310000.0,11.8,330.0,-37.8167,3127.0,Eastern Metropolitan
St Kilda,7/27 Robe St,2017-07-01,unit,2.0,1.0,1.0,365000.0,5.0,881.0,-37.86476,3182.0,Southern Metropolitan
Hawthorn,7/28 Elm St,2017-07-01,unit,1.0,1.0,1.0,395000.0,5.3,910.0,-37.81333,3122.0,Southern Metropolitan
Templestowe Lower,7/28 Foote St,2017-11-11,townhouse,,,,940000.0,12.4,,,3107.0,Eastern Metropolitan
Eltham,7/28 Livingstone Rd,2018-03-03,townhouse,,,,664000.0,18.0,,,3095.0,Eastern Metropolitan
Clifton Hill,7/29 Dwyer St,2016-12-03,unit,,,,340000.0,3.4,,,3068.0,Northern Metropolitan
Highett,7/29 Graham Rd,2017-12-09,unit,,,,420000.0,16.0,,,3190.0,Southern Metropolitan
Hawthorn East,7/29 Rathmines Rd,2018-03-03,townhouse,,,,679000.0,6.2,,,3123.0,Southern Metropolitan
Wantirna,7/3 Ashley St,2017-07-01,house,2.0,2.0,2.0,450000.0,14.7,74.0,-37.84646,3152.0,Eastern Metropolitan
Mentone,7/3 Childers St,2017-10-28,unit,,,,385000.0,20.0,239.0,-37.98223,3194.0,South-Eastern Metropolitan
Maribyrnong,7/3 Ensign St,2016-12-10,unit,2.0,1.0,1.0,330000.0,8.7,950.0,-37.7665,3032.0,Western Metropolitan
Hawthorn,7/3 Harrison Cr,2016-09-17,unit,,,,560000.0,4.6,,,3122.0,Southern Metropolitan
Caulfield North,7/3 Payne St,2017-11-18,unit,,,,756000.0,7.8,,,3161.0,Southern Metropolitan
Ripponlea,7/3 Quat Quatta Av,2018-02-24,unit,,,,320000.0,7.2,,,3185.0,Southern Metropolitan
Heatherton,7/3 Yvonne Ct,2018-02-24,unit,,,,522000.0,18.7,,,3202.0,South-Eastern Metropolitan
Hawthorn,7/30 Elm St,2018-03-03,unit,,,,560000.0,5.3,,,3122.0,Southern Metropolitan
Thomastown,7/307 High St,2018-03-10,unit,,,,240000.0,15.3,,,3074.0,Northern Metropolitan
Preston,7/33 Cramer St,2017-11-25,townhouse,,,,665000.0,8.4,,,3072.0,Northern Metropolitan
Footscray,7/33 Eldridge St,2017-09-09,unit,2.0,1.0,1.0,240000.0,5.1,,-37.78813,3011.0,Western Metropolitan
Thornbury,7/33 Pender St,2017-11-11,unit,,,,290000.0,7.0,,,3071.0,Northern Metropolitan
North Melbourne,7/342 Dryburgh St,2018-03-17,unit,,,,617500.0,1.8,,,3051.0,Northern Metropolitan
Brighton,7/344 New St,2017-09-03,unit,2.0,1.0,1.0,617000.0,10.5,,-37.90233,3186.0,Southern Metropolitan
Coburg,7/345 Moreland Rd,2018-03-03,unit,,,,295000.0,6.7,,,3058.0,Northern Metropolitan
Malvern,7/347 Glenferrie Rd,2018-02-24,unit,,,,2000000.0,5.9,,,3144.0,Southern Metropolitan
Altona,7/35 Grieve Pde,2017-09-09,unit,2.0,1.0,1.0,458000.0,11.0,63.0,-37.86933,3018.0,Western Metropolitan
South Yarra,7/36 Cromwell Rd,2018-02-17,unit,,,,511200.0,2.7,,,3141.0,Southern Metropolitan
Altona,7/36 Sargood St,2017-08-26,townhouse,,,,820000.0,11.0,,,3018.0,Western Metropolitan
Brighton East,7/36 Union St,2017-04-29,townhouse,3.0,2.0,1.0,972000.0,10.7,119.0,-37.9084,3187.0,Southern Metropolitan
Footscray,7/37 Ballarat Rd,2017-07-08,townhouse,,,,600000.0,5.1,,,3011.0,Western Metropolitan
Brunswick,7/37 Blyth St,2017-06-03,house,2.0,1.0,1.0,730000.0,5.2,134.0,-37.76569,3056.0,Northern Metropolitan
Albert Park,7/370 Montague St,2017-11-11,townhouse,,,,1250000.0,3.0,,,3206.0,Southern Metropolitan
Brunswick East,7/374 Lygon St,2017-08-26,unit,,,,494000.0,4.0,,,3057.0,Northern Metropolitan
Armadale,7/377 Dandenong Rd,2018-02-17,unit,,,,798000.0,6.3,,,3143.0,Southern Metropolitan
Kingsville,7/38 Bishop St,2018-02-17,unit,,,,406000.0,6.4,,,3012.0,Western Metropolitan
Balaclava,7/38 Brighton Rd,2016-05-14,unit,,,,438000.0,6.6,,,3183.0,Southern Metropolitan
Greensborough,7/39 Alexandra St,2017-09-23,unit,2.0,1.0,2.0,590000.0,16.1,,-37.70837,3088.0,Northern Metropolitan
Brunswick,7/39 Davies St,2017-09-16,unit,2.0,1.0,1.0,495000.0,5.2,,-37.75675,3056.0,Northern Metropolitan
Brunswick,7/39 Davies St,2017-09-23,unit,2.0,1.0,1.0,495000.0,5.2,,-37.75675,3056.0,Northern Metropolitan
Preston,7/4 Austral Av,2017-05-06,townhouse,,,,792000.0,8.8,,,3072.0,Northern Metropolitan
Rosanna,7/4 Banyule Rd,2017-04-29,unit,2.0,1.0,1.0,615000.0,11.4,190.0,-37.7437,3084.0,Eastern Metropolitan
Glen Iris,7/4 Karana Pl,2018-02-24,house,,,,921000.0,7.3,,,3146.0,Southern Metropolitan
Kilsyth,7/4 Palm Gr,2018-03-17,unit,,,,560000.0,26.0,,,3137.0,Eastern Metropolitan
Hampton,7/4 Small St,2017-07-08,unit,1.0,2.0,1.0,580000.0,13.8,486.0,-37.93953,3188.0,Southern Metropolitan
Maribyrnong,7/4 Wests Rd,2018-02-10,townhouse,,,,625000.0,4.3,,,3032.0,Western Metropolitan
Doncaster,7/40 Tram Rd,2017-04-29,unit,,,,655000.0,13.9,,,3108.0,Eastern Metropolitan
Armadale,7/40 Wattletree Rd,2018-03-03,unit,,,,561500.0,6.3,,,3143.0,Southern Metropolitan
St Kilda,7/41 Marine Pde,2017-11-18,unit,,,,975000.0,5.0,,,3182.0,Southern Metropolitan
Templestowe,7/416 Church Rd,2017-09-09,townhouse,3.0,2.0,2.0,1065000.0,15.5,,-37.75559,3106.0,Eastern Metropolitan
Thornbury,7/42 Pender St,2017-08-19,townhouse,,,,625000.0,7.0,,,3071.0,Northern Metropolitan
Airport West,7/42 York St,2016-05-22,unit,,,,445000.0,13.5,,,3042.0,Western Metropolitan
Fitzroy,7/43 Argyle St,2017-06-24,unit,2.0,1.0,1.0,700000.0,2.1,470.0,-37.79723,3065.0,Northern Metropolitan
Flemington,7/43 Farnham St,2017-11-11,unit,,,,285000.0,3.4,,,3031.0,Northern Metropolitan
Fitzroy North,7/44 Kneen St,2017-10-07,unit,,,,290000.0,3.6,,,3068.0,Northern Metropolitan
Heidelberg West,7/459 Waterdale Rd,2017-08-12,unit,2.0,1.0,1.0,463000.0,8.8,90.0,-37.74391,3081.0,Eastern Metropolitan
Richmond,7/47 Cameron St,2018-03-17,unit,,,,350000.0,2.4,,,3121.0,Northern Metropolitan
Reservoir,7/47 Storey Rd,2016-09-10,unit,2.0,1.0,1.0,432000.0,11.2,137.0,-37.7241,3073.0,Northern Metropolitan
Elsternwick,7/483 Kooyong Rd,2017-08-19,unit,,,,330000.0,7.2,,,3185.0,Southern Metropolitan
South Yarra,7/49 Adams St,2017-11-11,unit,,,,539000.0,2.7,,,3141.0,Southern Metropolitan
Toorak,7/49 Bruce St,2017-04-08,unit,2.0,1.0,1.0,867000.0,4.6,1087.0,-37.8373,3142.0,Southern Metropolitan
Reservoir,7/49 Storey Rd,2018-01-06,townhouse,,,,698000.0,12.0,,,3073.0,Northern Metropolitan
Beaumaris,7/5 Alfred St,2017-11-18,unit,,,,677000.0,17.3,,,3193.0,Southern Metropolitan
Essendon,7/5 Queen St,2016-06-27,townhouse,,,,520000.0,8.0,,,3040.0,Western Metropolitan
Armadale,7/53 Wattletree Rd,2016-05-14,unit,1.0,1.0,0.0,390000.0,6.3,881.0,-37.8614,3143.0,Southern Metropolitan
Carnegie,7/54 Moonya Rd,2017-10-07,unit,,,,363000.0,10.1,,,3163.0,Southern Metropolitan
Brunswick East,7/55 Victoria St,2016-11-19,unit,,,,461000.0,4.5,,,3057.0,Northern Metropolitan
Glenroy,7/56 Acacia St,2017-11-25,townhouse,,,,600000.0,11.2,,,3046.0,Northern Metropolitan
Glenroy,7/56 Golf Links Rd,2017-05-27,unit,1.0,1.0,1.0,362500.0,11.2,124.0,-37.70917,3046.0,Northern Metropolitan
Hawthorn,7/576 Glenferrie Rd,2017-10-07,unit,,,,490000.0,5.3,,,3122.0,Southern Metropolitan
Pascoe Vale,7/59 Austin Cr,2017-10-21,unit,,,,660000.0,8.5,,,3044.0,Northern Metropolitan
Elwood,7/59 Ormond Rd,2017-07-22,unit,2.0,1.0,1.0,630000.0,7.2,637.0,-37.88374,3184.0,Southern Metropolitan
Burnley,7/6 Adam St,2017-09-09,unit,1.0,1.0,1.0,370000.0,2.4,,-37.82844,3121.0,Northern Metropolitan
Yallambie,7/6 Borlase St,2018-01-06,townhouse,,,,745000.0,12.7,,,3085.0,Northern Metropolitan
Bundoora,7/6 Di Palma Pl,2017-07-08,townhouse,,,,716000.0,12.1,,,3083.0,Northern Metropolitan
Pascoe Vale,7/6 Downs St,2016-11-19,unit,,,,540000.0,9.9,,,3044.0,Northern Metropolitan
Mont Albert,7/6 Leopold Cr,2017-09-23,unit,2.0,1.0,1.0,647000.0,10.2,,-37.82266,3127.0,Eastern Metropolitan
Richmond,7/6 Lord St,2016-06-04,unit,,,,555000.0,2.6,,-37.8198,3121.0,Northern Metropolitan
Surrey Hills,7/6 Park Rd,2017-09-16,unit,2.0,1.0,1.0,724000.0,10.2,,-37.83691,3127.0,Southern Metropolitan
Essendon,7/6 Sturt St,2018-03-03,unit,,,,615000.0,7.5,,,3040.0,Western Metropolitan
East Melbourne,7/6 Wellington Cr,2016-08-28,house,,,,1560000.0,1.5,,,3002.0,Northern Metropolitan
Mentone,7/60 Beach Rd,2018-02-17,unit,,,,628000.0,20.0,,,3194.0,South-Eastern Metropolitan
Ascot Vale,7/60 Epsom Rd,2017-06-17,house,,,,742000.0,4.3,,,3032.0,Western Metropolitan
Brunswick,7/611 Park St,2017-09-23,unit,1.0,1.0,1.0,402000.0,5.2,,-37.77869,3056.0,Northern Metropolitan
West Footscray,7/624 Barkly St,2017-11-25,unit,,,,490000.0,6.4,,,3012.0,Western Metropolitan
Hawthorn,7/63 Wattle Rd,2018-02-24,unit,,,,770000.0,5.3,,,3122.0,Southern Metropolitan
Balwyn,7/7 Kireep Rd,2016-11-12,unit,,,,662500.0,9.7,,,3103.0,Southern Metropolitan
South Morang,7/7 Old Plenty Rd,2017-07-01,unit,3.0,1.0,1.0,386000.0,20.5,216.0,-37.64491,3752.0,Northern Metropolitan
Prahran,7/72 Williams Rd,2017-05-13,unit,2.0,1.0,1.0,550000.0,4.5,72.0,-37.8542,3181.0,Southern Metropolitan
Footscray,7/75 Droop St,2017-05-20,unit,2.0,1.0,1.0,360000.0,6.4,761.0,-37.7953,3011.0,Western Metropolitan
Heidelberg,7/75 Rosanna Rd,2016-12-10,house,2.0,1.0,1.0,490000.0,10.6,187.0,-37.7518,3084.0,Eastern Metropolitan
Elwood,7/76 Mitford St,2017-10-07,unit,,,,525000.0,7.2,,,3184.0,Southern Metropolitan
Toorak,7/765 Malvern Rd,2017-03-04,unit,2.0,1.0,1.0,620000.0,4.6,1119.0,-37.8498,3142.0,Southern Metropolitan
Clifton Hill,7/82 Roseneath St,2016-11-27,townhouse,,,,897500.0,3.4,,,3068.0,Northern Metropolitan
Ivanhoe,7/84 Marshall St,2018-03-17,unit,,,,563000.0,7.8,,,3079.0,Eastern Metropolitan
Mont Albert,7/86 Victoria Cr,2016-08-22,townhouse,,,,870000.0,11.8,,,3127.0,Eastern Metropolitan
Yarraville,7/87 Gamon St,2016-12-03,house,3.0,1.0,2.0,770000.0,7.0,323.0,-37.8108,3013.0,Western Metropolitan
Brighton East,7/87 Thomas St,2017-03-18,unit,2.0,1.0,2.0,770000.0,10.7,157.0,-37.911,3187.0,Southern Metropolitan
Moorabbin,7/88 Chapel Rd,2018-03-17,unit,,,,605000.0,14.3,,,3189.0,Southern Metropolitan
West Melbourne,7/88 Ireland St,2017-02-25,townhouse,3.0,3.0,1.0,1120000.0,1.9,801.0,-37.8067,3003.0,Northern Metropolitan
Camberwell,7/9 Acheron Av,2017-06-24,unit,,,,525000.0,7.7,,,3124.0,Southern Metropolitan
Thornbury,7/9 Hammond St,2017-02-25,unit,2.0,1.0,1.0,466000.0,6.5,909.0,-37.7633,3071.0,Northern Metropolitan
Northcote,7/9 Walker St,2016-06-04,unit,,,,466000.0,5.5,,,3070.0,Northern Metropolitan
Surrey Hills,7/92 Union Rd,2016-09-17,unit,2.0,1.0,1.0,600000.0,11.2,101.0,-37.8263,3127.0,Southern Metropolitan
Niddrie,7/93 Hoffmans Rd,2016-12-10,unit,2.0,1.0,1.0,490000.0,11.2,142.0,-37.7415,3042.0,Western Metropolitan
South Yarra,7/939 Punt Rd,2017-09-16,unit,2.0,1.0,1.0,651000.0,2.7,,-37.83247,3141.0,Southern Metropolitan
Essendon,7/94 Primrose St,2017-11-18,unit,,,,440000.0,7.5,,,3040.0,Western Metropolitan
Elwood,7/95 Addison St,2018-03-03,unit,,,,723000.0,7.2,,,3184.0,Southern Metropolitan
Glenroy,7/96 Plumpton Av,2017-09-09,townhouse,2.0,1.0,1.0,480000.0,11.2,,-37.707,3046.0,Northern Metropolitan
Ripponlea,7/98 Brighton Rd,2017-09-03,unit,2.0,1.0,0.0,655000.0,7.2,,-37.87811,3185.0,Southern Metropolitan
Greensborough,70 Alexandra St,2017-09-16,house,3.0,1.0,,850000.0,16.1,,-37.70786,3088.0,Northern Metropolitan
Newport,70 Anderson St,2017-09-16,house,3.0,2.0,2.0,1262000.0,6.2,343.0,-37.84461,3015.0,Western Metropolitan
Reservoir,70 Barry St,2016-09-24,house,3.0,1.0,1.0,785000.0,11.2,719.0,-37.709,3073.0,Northern Metropolitan
Glenroy,70 Beatty Av,2018-01-06,townhouse,2.0,1.0,2.0,530000.0,11.2,202.0,-37.70017,3046.0,Northern Metropolitan
Scoresby,70 Berrabri Dr,2017-11-18,house,,,,1319000.0,22.2,,,3179.0,Eastern Metropolitan
Preston,70 Bruce St,2016-09-17,house,3.0,3.0,2.0,800000.0,8.8,421.0,-37.7414,3072.0,Northern Metropolitan
Dandenong North,70 Carlton Rd,2017-10-28,house,3.0,2.0,1.0,660000.0,24.7,,-37.9604,3175.0,South-Eastern Metropolitan
Kingsville,70 Chirnside St,2017-09-16,house,4.0,1.0,0.0,1140000.0,6.4,276.0,-37.80774,3012.0,Western Metropolitan
Pascoe Vale,70 Derby St,2017-03-18,house,3.0,1.0,2.0,983000.0,9.9,650.0,-37.7304,3044.0,Northern Metropolitan
Albion,70 Forrest St,2016-05-22,house,3.0,1.0,1.0,600000.0,13.9,697.0,-37.7842,3020.0,Western Metropolitan
Brunswick,70 Gold St,2017-11-25,house,,,,1300000.0,5.2,,,3056.0,Northern Metropolitan
Sandringham,70 Grange Rd,2018-02-24,townhouse,3.0,2.0,2.0,1450000.0,15.2,395.0,-37.94882,3191.0,Southern Metropolitan
Kensington,70 Hardiman St,2016-10-08,house,2.0,1.0,1.0,960000.0,4.2,174.0,-37.7959,3031.0,Northern Metropolitan
Hampton,70 Highett Rd,2016-06-18,house,5.0,2.0,2.0,1705000.0,13.7,648.0,-37.946,3188.0,Southern Metropolitan
Northcote,70 James St,2016-08-28,house,3.0,1.0,1.0,1450000.0,5.5,489.0,-37.7756,3070.0,Northern Metropolitan
Bentleigh,70 Jasper Rd,2017-11-11,townhouse,4.0,2.0,2.0,1265159.0,11.4,698.0,-37.9272,3204.0,Southern Metropolitan
Strathmore,70 Lebanon St,2018-02-24,house,4.0,1.0,2.0,1480000.0,8.2,686.0,-37.72732,3041.0,Western Metropolitan
Newport,70 Market St,2016-06-04,house,4.0,1.0,2.0,710000.0,8.4,329.0,-37.847,3015.0,Western Metropolitan
Rosanna,70 Mccrae Rd,2017-02-11,house,3.0,1.0,2.0,780000.0,11.4,627.0,-37.7367,3084.0,Eastern Metropolitan
Ascot Vale,70 Munro St,2016-05-14,house,3.0,1.0,1.0,955000.0,5.9,263.0,-37.7753,3032.0,Western Metropolitan
North Melbourne,70 Munster Tce,2017-03-04,townhouse,2.0,2.0,1.0,1105000.0,2.3,88.0,-37.8018,3051.0,Northern Metropolitan
Coburg,70 Murray St,2018-03-17,house,2.0,1.0,1.0,866000.0,6.7,216.0,-37.73803,3058.0,Northern Metropolitan
South Melbourne,70 Nelson Rd,2018-02-24,house,4.0,3.0,2.0,1840000.0,1.9,443.0,-37.83524,3205.0,Southern Metropolitan
Ascot Vale,70 Ormond Rd,2017-10-21,house,2.0,1.0,0.0,842000.0,4.3,226.0,-37.77342,3032.0,Western Metropolitan
Fitzroy North,70 Park St,2016-05-14,house,4.0,2.0,1.0,1785000.0,3.5,188.0,-37.7815,3068.0,Northern Metropolitan
Craigieburn,70 Penhall Dr,2017-07-22,house,3.0,2.0,2.0,510000.0,20.6,350.0,-37.56883,3064.0,Northern Metropolitan
North Melbourne,70 Provost St,2018-03-17,townhouse,2.0,1.0,1.0,810000.0,1.8,1145.0,-37.8017,3051.0,Northern Metropolitan
Seddon,70 Station Rd,2016-07-16,house,3.0,2.0,2.0,875000.0,6.6,193.0,-37.8065,3011.0,Western Metropolitan
Yallambie,70 Tarcoola Dr,2016-12-10,house,3.0,2.0,2.0,810000.0,15.0,568.0,-37.7216,3085.0,Northern Metropolitan
Hampton,70 Teddington Rd,2016-12-10,house,3.0,1.0,1.0,1682000.0,13.7,767.0,-37.9365,3188.0,Southern Metropolitan
Mentone,70 Voltri St,2017-06-03,house,3.0,1.0,2.0,885000.0,20.0,530.0,-37.97584,3194.0,South-Eastern Metropolitan
Hadfield,70 West St,2017-03-04,house,3.0,1.0,2.0,840000.0,12.1,608.0,-37.7114,3046.0,Northern Metropolitan
Doncaster,70 Wetherby Rd,2017-08-19,house,3.0,1.0,2.0,1410000.0,12.4,723.0,-37.79309,3108.0,Eastern Metropolitan
Hoppers Crossing,70 Whitsunday Dr,2017-08-26,house,3.0,1.0,1.0,512000.0,18.4,,-37.86412,3029.0,Western Metropolitan
Carlton,70/121 Rathdowne St,2018-02-24,unit,,,,685000.0,1.6,,,3053.0,Northern Metropolitan
Brighton,700 Hampton St,2017-09-09,house,3.0,2.0,2.0,1850000.0,10.5,,-37.92263,3186.0,Southern Metropolitan
Carlton North,700 Rathdowne St,2016-05-07,house,3.0,1.0,0.0,2175000.0,3.2,418.0,-37.7808,3054.0,Northern Metropolitan
Port Melbourne,701/142 Rouse St,2017-09-03,unit,,,,1102000.0,3.5,,,3207.0,Southern Metropolitan
West Footscray,702 Barkly St,2017-09-23,house,3.0,1.0,3.0,840000.0,6.4,336.0,-37.79613,3012.0,Western Metropolitan
West Footscray,702 Barkly St,2017-10-28,house,3.0,1.0,3.0,881000.0,6.4,336.0,-37.79613,3012.0,Western Metropolitan
Port Melbourne,702/142 Rouse St,2018-01-06,unit,,,,1362000.0,3.5,,,3207.0,Southern Metropolitan
Melbourne,702/598 St Kilda Rd,2017-03-04,unit,,,,1525000.0,2.8,,,3000.0,Northern Metropolitan
Docklands,702/8 Waterview Wk,2016-07-30,unit,,,,625000.0,1.9,,,3008.0,Southern Metropolitan
Footscray,703/250 Barkly St,2017-09-03,unit,2.0,1.0,1.0,410000.0,5.1,,-37.79919,3011.0,Western Metropolitan
Melbourne,703/610 St Kilda Rd,2016-10-15,unit,,,,363500.0,2.8,,,3000.0,Northern Metropolitan
Kensington,703/70 Speakmen St,2016-06-27,unit,,,,370000.0,4.2,,,3031.0,Northern Metropolitan
